review,rating,sentiment,source,category
"saat digunakan bahan nya bau yang kurang baik, beda dengan produk lain, wajar ada harga dan kualitas.., tapi pernah brli dengan harga serupa tetapi tidak ada bau",,negative,owned_tokped,tokped_masker_negative
Produk yg di trima sdikit kotor,2.0,negative,owned_shopee,shopee_setrika
Sangat buruk bukan yg asli..,1.0,negative,owned_shopee,shopee_aksesoris
"Ga ada asahannya, di chat penjual juga ga d bls",1.0,negative,owned_shopee,shopee_pisau_dapur
"Kabel tidak berfungsi, yg dapat digunakan hanya kepala charger saja",1.0,negative,owned_shopee,shopee_charger
"Maskernya kecil kaya masker anak-anak, talinya juga mudah putus",,negative,owned_tokped,tokped_masker_negative
"kemasan nya penyok, kondisi barang nya rusak",,negative,owned_tokped,tokped_speaker_bluetooth_negative
"Aku langsung buka, dan ternyata ga ada isinya, kosong, bagaimana aku bisa kasih nilai",2.0,negative,owned_shopee,shopee_kompor
1 pack abu abu,,negative,owned_tokped,tokped_masker_negative
Kurang beruntung,2.0,negative,owned_shopee,shopee_kipas
Jahitannya sobek,2.0,negative,owned_shopee,shopee_headset
"Agak kecewa kata nya kulit asli tetapi aspal ternyata (asli tapi palsu )bahan nya  banyak tempelan ,belajar untuk jualan jujur biar berkah",2.0,negative,owned_shopee,shopee_ikat_pinggang
Maaf cuma bintang 1..karena tidak sesuai dengan iklan..yg dikirim merk haozhimeng bukan oulaiou..sudah Saya tanyakan to seller tetap bilang merk oulaiou sebelum transaksi..,1.0,negative,owned_shopee,shopee_kacamata
Baru beberapa hari sudah rusak,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"Ga ada yg bisa dipake flashdisknya, save gambar korupp semua rugiiiiiiii.... padahal beli 2 minimal 1 bisa ternyata buang uang + ongkir PERCUMA! 

gausah beli lah, sayang duitnya... meding beli yg mahal dikit tapi bisa dipake. ",1.0,negative,owned_shopee,shopee_flashdisk
Suara cempreng,1.0,negative,owned_shopee,shopee_headset
"Barang nya salah,yg di pesan ini yg datang itu",1.0,negative,owned_shopee,shopee_ikat_pinggang
Jelekk,1.0,negative,owned_shopee,shopee_lipstick
beberapa masker terlihat kotor. mau gamau gadipake. semoga hanya saya yang kena kayak gini.,,negative,owned_tokped,tokped_masker_negative
copy file eror selalu 0kb. sudah di format sama saja,,negative,owned_tokped,tokped_flashdisk_negative
"lain kali sebelum kirim barang mohon cek dulu stok nya, kalau memang ada barang yg kurang, komunikasikan kepada pembeli, jangan langsung dikirim. ini pesanan saya kurang 1 masker yg abu"" karena stok kosong.",,negative,owned_tokped,tokped_masker_negative
"Saya order flex kamera dpn 2 buah. Semuanya rusak. Saya tdk merekomendasikan blnja di toko ini. Produk yg di jual, abal-abal.",1.0,negative,owned_shopee,shopee_kamera
"NGADI² DEH !!!! SAYA PESEN KIPAS ANGIN DORAEMON KENAPA YG DIKIRIM TIMBANGAN DORAEMON ??? 
SEBELUM PENJUAL BERTANGGUNG JAWAB, SY GA AKAN MERUBAH PENILAIAN SAYA!! ",1.0,negative,owned_shopee,shopee_kipas
"Ini yg dateng maskernya non medis, tidak sesuai dengan deskripsi barangnya",,negative,owned_tokped,tokped_masker_negative
lambat sekali pengiriman barangnya hampir 1 bulan,,negative,owned_tokped,tokped_masker_negative
"Ka maaf nih di tulisan habis tapi uang nya ga di balikin gmanansih , yg dikirim cuman lipstick nya aja",1.0,negative,owned_shopee,shopee_blushon
SAMPE DETIK INI BARANG BELUM SAYA TERIMA !!!!,,negative,owned_tokped,tokped_flashdisk_negative
Dus ancur kantong kompor nya kotor banget trs kompor nya kaya bekas udah pada karatan.. ,1.0,negative,owned_shopee,shopee_kompor
"Harga:mahal
Kualitas:buruk
Desain:bagus

Barang yang datang dalam keadaan penyok. Di packingan cuma dibalut dengan kertas stiker 3 lapis dan tidak ada dikasi tulisan peringatan fragilenya. Padahal sudah di chat ke seller setelah order. Respon seller lamban dan gak ada solusi.",2.0,negative,owned_shopee,shopee_meja
"Sementara ini ngga bisa cas, tolong infonya harus bagaimana",1.0,negative,owned_shopee,shopee_headset
"Pesanan sudah sampai...
Pengemasan bagus...
Rapih...
Tolong di teliti lagi...
Tapi ini pelindung camera bukan punya reno 4f...",2.0,negative,owned_shopee,shopee_kamera
"KECEWA BANGET. KIPAS TIDAK BERFUNGSI/ TIDAK BISA DI PAKAI. DI TEKAN TOMBOLNYA JUGA TIDAK BISA NYALA. SEHARUSNYA SEBELUM DI KIRIMKAN, BARANG NYA DI CEK TERLEBIH DAHULU. KALAU BARANG RUSAK, TIDAK USAH DI KIRIM. BIKIN KECEWA!!! JUALAN ITU YANG JUJUR!!! ",1.0,negative,owned_shopee,shopee_kipas
"Saya sih pesennya 1kg, tp dikasihnya ya 908 gr
Ya agan ini ga bilang klo kasi segitu
Kecewa deh",2.0,negative,owned_shopee,shopee_setrika
barang dah sampe blm di coba moga bagus n awet..tapi bilang nya free mic tp ga ada..boong,2.0,negative,owned_shopee,shopee_speaker_bluetooth
"Harga:bagus
Bahan:bagus
Kualitas: bagus

Maaf gan , aku pesen 2 putih 2 hitam , kenapa yang datang item semua, lain kali liat pesan yang ada dipesan an ya gan",2.0,negative,owned_shopee,shopee_masker
"pesen Jumat kata bisa dikirim sabtu, dikirim selasa. PARAH hati hati aja semua kl g mau dikecewain soal pengiriman",,negative,owned_tokped,tokped_flashdisk_negative
"Produk yang datang ukurannya sesuai, tapi ngga masuk akal. Masak kegedean sekitar 3 jari. Padahal aku pesenya ukuran kecil",1.0,negative,owned_shopee,shopee_sepatu_kulit
Beli 2 item tapi cuma di kasih 1 kecewa bgt,1.0,negative,owned_shopee,shopee_masker
barang yang dikirim tdk berfungsi.,1.0,negative,owned_shopee,shopee_headset
pesan yg hijau ehh datang yg biru..,,negative,owned_tokped,tokped_masker_negative
barang yang dipesan biasanya dengan yang datang gak sama.. bahannya juga beda tapi gak ada konfirmasi,,negative,owned_tokped,tokped_masker_negative
Brg tidak bagus suara nya pun ngak bagus,2.0,negative,owned_shopee,shopee_speaker_bluetooth
"Gimana sih pesen wrna pink malah dikirim merah, d chat bilang y ada tp yg dkirim wrna lain  ",2.0,negative,owned_shopee,shopee_sendok_garpu
"Barang tidak berkualitas, gak nyala, rugi saya, tidak rekomended ini selulernya, jangan belanja disini",1.0,negative,owned_shopee,shopee_charger
"Maskernya bukan mouson asli. Tulisan mousonnya jelek, dan ngga ada nomor serinya.",,negative,owned_tokped,tokped_masker_negative
"Gaseduai permintaan,terlalu kaku jga",2.0,negative,owned_shopee,shopee_ikat_pinggang
Ternyata nggk bisa nyala setrika nyaa ?,1.0,negative,owned_shopee,shopee_setrika
"barang berbeda sama do foto, beda banget, penipuan",,negative,owned_tokped,tokped_flashdisk_negative
"flashdisk tiruan,,,,, kurang amanah",,negative,owned_tokped,tokped_flashdisk_negative
Garansinya lama banget nunggu 2 bulan. hari sabtu gak bisa ambil flashdisk garansi katanya suruh nelpon dulu tapi 2 bulan sebelumnya gak diberi tahu dulu kalo suruh ngabari dulu sebelum ambil flashdisk garansi. parah banget pdhl tokonya jauh dari rumah ane.,,negative,owned_tokped,tokped_flashdisk_negative
"Barang Bagus,
tapi pengiriman lambat 2 hari setelah di transfer baru dikemas dan dikirim, low respon, tadinya mau dibatalkan aja tapi akunya sabar,
baru pertama kali belanja di shopee langsung kapok",1.0,negative,owned_shopee,shopee_kompor
"Harga:so so
Pengemasan:ok
Kualitas:biasa aja wajar

Kecewa karena chat nanya bisa request warna putih atau gak. Dia arahin suruh tulis keterangan pemesnan dan hanya PHP. Klo mau tegas random seharusnya lgsg tegas random tdk perlu diarahkan pembelinya. Jadi jgn ksh php pembeli spy laku barangnya.",1.0,negative,owned_shopee,shopee_pisau_dapur
"Minta apa dikirim apa..
Packing pun ga jelas tanpa sehelai bubble ?",1.0,negative,owned_shopee,shopee_kipas
"Packingnya gk rapi bubble wrap nya dikit dan kemasan sudah terkelupas untung yang minat mau dan gk dibatalin cuma respon penjual tidak ramah dan pengiriman lamaa
Gimana mau retur saya udh nunggu lama tapi dtgnya gini, masa saya harus nunggu lagi? Bisa bisa dibatalin sama yang punya",2.0,negative,owned_shopee,shopee_masker
"terpaksa sy kasi 2bintang saja,paking asal asal saja masuk kantong plastik hitam,sampai diterima kondisi kontak rusak dan terbuka semua,padahal itu masker harus steril kalau sdh terbuka ya,gimana mau steril, pertaman kali beli dulu packing bagus dikemas dalam karton lagi baru plastik,eh sekarang jadi asal kirim saja,tak bagus sudah.",,negative,owned_tokped,tokped_masker_negative
Barang sudah sampai. Tapi mengecewakan. Besi penutup di ujung sabuk sudah aus. Seperti sudah pernah di pakai. Jujur...ke depan untuk order barang ini ane mesti mikir 2 x.,,negative,owned_tokped,tokped_ikat_pinggang_negative
"Barang Datang Batre Sisa 60% Langsung Saya Charger Sampai 80% Dan Saya Pakai Sekitar 3-4 Jam Sampai 50% Ada Suara ""Ting"" Sampai 5X Habis Itu Malah Mati Sendiri , Terus Saya Hidupkan Lagi Tetep Ada Suara ""Ting"" 5X Langsung Mati Lagi 😭 Mau Gak Mau Sebelum 50% Harus Dicharger Dulu Biar Gak Terjadi Lagi , Katanya Awet Sampai 30 Jam , Tapi Cuma 4-5 Jam Doank Set Suara Medium 😭 Kalo Udah Dibawah 50% Susah Hidup Atau Bisa Dibilang Habis Batrenya , Kalo Diatas 50% Dijamin Hidup Terus.",,negative,owned_tokped,tokped_speaker_bluetooth_negative
Pas saya coba data ga bisa di save,,negative,owned_tokped,tokped_flashdisk_negative
"masker kiloan ini mah, gaada dus bungkus plastik doangan, terlanjur dibeli, ga liat ulasan 🥲",,negative,owned_tokped,tokped_masker_negative
Ada harga ada kualitas. Beli 15 pcs ada beberapa yg tdk berfungsi.,,negative,owned_tokped,tokped_flashdisk_negative
Produk tidak bisa digunakan saya beli 2 keduanya gagal total jadi lebih baik berpikir 2X untuk membeli barang murah.,,negative,owned_tokped,tokped_flashdisk_negative
sudah tulis notes utk motif yg dipilih dan sudah chat sblm order dan dikonfirmasi ready. Tapi motif yg dikirim ternyata dicampur 2 motif (bukan 1 motif pilihan sesuai konfirmasi),,negative,owned_tokped,tokped_masker_negative
kipas nya ruksak minta retur banyak nanya udah tau order kipas. ,2.0,negative,owned_shopee,shopee_kipas
but seller fast respon.,,negative,owned_tokped,tokped_ikat_pinggang_negative
 Kualitas produk tidak baik. Kualitas produk tidak baik. Kualitas produk tidak baik. Kualitas produk tidak baik. Kualitas produk tidak baik. Kualitas produk tidak baik. Kualitas produk tidak baik. Kualitas produk tidak baik. Kualitas produk tidak baik. Kualitas produk tidak baik.,1.0,negative,owned_shopee,shopee_flashdisk
produknya sudah sampai walaupun dikirim dari luar negeri..... maklum PPKM jadi agak lambat.....,2.0,negative,owned_shopee,shopee_headset
"Untuk harga segitu kemahalan. Karena barangnya terbuat dari plastik, gua kirain terbuat dari kaca......",2.0,negative,owned_shopee,shopee_kamera
Pilihan sameday jadi next day,,negative,owned_tokped,tokped_masker_negative
Beli 3 barang yg nyampe cmn 1 brg....... ,1.0,negative,owned_shopee,shopee_sendok_garpu
jelek banget tipis mana dipinggang aku mah ga cukup,2.0,negative,owned_shopee,shopee_ikat_pinggang
Yang dateng dengan yang di pict beda..,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"pengiriman cepat sampai. tapi kenapa ya. baru diisi beberapa lagu... pas mau dipakai lagi beberapa menit kemudian di hari yang sama ,, kok flashdisknya ada tulisan ""format disk"" .... huff.... baru juga sampai hari ini kok barangnya udah rusak ya. thanks",,negative,owned_tokped,tokped_flashdisk_negative
"Suara mix pecah, tapi penjual lumayan fast respon.",,negative,owned_tokped,tokped_speaker_bluetooth_negative
bahan nya tipis ,2.0,negative,owned_shopee,shopee_pakaian_wanita_done
Pecah pada saat pengiriman.,2.0,negative,owned_shopee,shopee_lipstick
"Kecewa sangat.
Sampai mana lah duet segitu bakalan berkah dan ikhlas.
Camkan itu",1.0,negative,owned_shopee,shopee_kipas
Speaker kecil nya copot 1 dan sebelah kiri tidak berfungsi semoga seler nya memperbaiki masalah yg telah ada:),1.0,negative,owned_shopee,shopee_headset
Ga bs pake. Tiap diisi file hang. Kl pun filenya msk...cm bs kebuka bbrp aja (total max 100MB). Sisanya file msk tp error ga kebaca. Diformat berulang2 jg ga bs. Kecewa bgt,,negative,owned_tokped,tokped_flashdisk_negative
"suara cempreng pake banget sakit ditelinga tidak jadi tak pakai,kecewa banget...",,negative,owned_tokped,tokped_speaker_bluetooth_negative
Kecewa banget. Barang rusak dan warna yg Dikirimkan tidak sesuai permintaan 😏,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"Beli gara2 tiktok. Padahal udah baca review di sini kalau file-file hilang, kirain cuma kebetulan. Eh mengalami juga. File2 hilang.... udah terlanjur cut paste eject lagi. Di undo tidak bisa. Harganya sih ga seberapa, tapi file yang hilang itu.. sayang banget.",,negative,owned_tokped,tokped_flashdisk_negative
yg penting barang terjual cepat.....,,negative,owned_tokped,tokped_speaker_bluetooth_negative
judulnya kecewa..,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"dus beda dengan gambar, izin Kemenkes yg diterima beda dengan yg digambar",,negative,owned_tokped,tokped_masker_negative
Boleh boleh lah,1.0,negative,owned_shopee,shopee_speaker_bluetooth
sangat kecewa karna pesan barang yg datang tidak sesuai pesanan yang di kirim.,,negative,owned_tokped,tokped_ikat_pinggang_negative
Knpa Punya saya gak di antar ,1.0,negative,owned_shopee,shopee_charger
"Saya pesan hitam 20, putih 20, biru muda 20, abu abu 20, yang datang semua warna hitam dan tdk ada konfrimasi kenapa yg di kirim hitam semua nya, paraahhhh",,negative,owned_tokped,tokped_masker_negative
"Tali masker nya semua kok kyk hijab yah haduhh gimana nih, payah seller nya produk nya cacat",,negative,owned_tokped,tokped_masker_negative
"Warna:salah kirim warna 
Tekstur:lembut
Pigmentasi:gak tau

Di kirim  salah warna....kesel banget....karna warna ini aku punya banyak....",1.0,negative,owned_shopee,shopee_blushon
"untuk pengiriman dari kantor cabang, sara rasa terlalu jauh. alamat penerima di jawa barat tetapi pengiriman dari makasar.",,negative,owned_tokped,tokped_flashdisk_negative
Tidak sesuai di poto,1.0,negative,owned_shopee,shopee_meja
"Pengirimannya sangat lelet, dibilang penerima tdk ditempat kan bisa di telpon",1.0,negative,owned_shopee,shopee_kipas
fungsi normal.. tp somplak...,,negative,owned_tokped,tokped_setrika_negative
Digambar tertera 3.0. tapi saat diterima bukan yg 3.0,,negative,owned_tokped,tokped_flashdisk_negative
isi cuma ada stngahnya,,negative,owned_tokped,tokped_masker_negative
"Overall biasa aja barangnya sesuai harga barangnya, tapi yang saya sesalkan biaya kirim ditambahin ongkos packaging tapi ternyata tidak ada packaging nya dari kayu jadi percuma saya bayar lebih. Mohon agar bisa ditindaklanjuti admin..",,negative,owned_tokped,tokped_speaker_bluetooth_negative
Curiga KW soalnya murah banget dan ada minyaknya gitu. Jadi takut makenya ?,1.0,negative,owned_shopee,shopee_concealer
"Tolong di perhatikan, Bagaimana ini? Tanggung jawab si penjual.",,negative,owned_tokped,tokped_flashdisk_negative
"Barangnya agak kotor kaya habis pakai, dan ga dapet stikernya, harusnya dapet, kecewa sih",2.0,negative,owned_shopee,shopee_speaker_bluetooth
KW Super yg tidak berguna,,negative,owned_tokped,tokped_flashdisk_negative
"Barang oke, tapi masak ga dibungkus, abang gojek bawanya gt aja, hujan pula. Apa mahalnya yaa kasih plastik ajaa atau di bungkus. Beli tempat lain aja mendingan",,negative,owned_tokped,tokped_setrika_negative
 pesan 2 buah pelindung warna putih yg DTG malah putih dan hijau akhirnya TDK cukup menutupi sisi meja saya. Akhirnya warna sisi meja saya jadi jelek Krn warnanya campur putih dan hijau. Utk meja tamu kaca dgn ukuran standar butuh 2 gulungan pelindung meja. Lemnya gak terlalu nempel BKN 3M,2.0,negative,owned_shopee,shopee_meja
Rusakk,1.0,negative,owned_shopee,shopee_kipas
"respon toko sih cepet banget yaa..👌🏻 tapi bintang 2 ini buat barangnya. buat yg nyari kompor yg ga ngitemin pantat panci, jenis ini ga cocok pastinya. baru pake langsung ada tato di pancinya. silahken cari-cari dengan seksama kalo nyari kompor ya, jangan buru-buru. daripada nyari yg terjangkau tapi begini",,negative,owned_tokped,tokped_kompor_negative
"Barang tidak dikirim dengan baik. Hanya bubble wrap yang dikirim. Kali ini maaf, sangat mengecewakan. Lain kali jika kosong bisa hubungi saya. Bukan asal kirim. Tolong diperbaiki layanannya. ",1.0,negative,owned_shopee,shopee_blushon
"Getun aku ga mrikso ternyata barange bedo, mbokne amblek, seng ati ati lee nyambut gawe iku",2.0,negative,owned_shopee,shopee_sepatu_kulit
"Bass nya mendem , parah bngt . Ga rekomended nih buat yg demen dnger lagu jedag jedug . Radio nya juga ga bsa . Dicolok ke laptop juga ga keluar suara . Kecewa abis dehh!! Menang kenceng doang tapi ga imbang sama bass nya!!",,negative,owned_tokped,tokped_speaker_bluetooth_negative
Barang tipis sekali. Bahkan menerawang.,,negative,owned_tokped,tokped_masker_negative
Tidak berhasil dikirim,1.0,negative,owned_shopee,shopee_charger
Lensa kamera depan j7 prime yg dikirim beda tipe gak bisa kepake klw yg model lama mingkin tipenya sama sayang yg dikirim bukan yg sesai gambar yg dipajang,1.0,negative,owned_shopee,shopee_kamera
"hampir semua seller selalu nyuruh utk dokumentasi saat barang diterima, tp seller kan ga akan dokumentasiin barang yg akan mereka kirim.",,negative,owned_tokped,tokped_masker_negative
saya pindahin data dr hp pas usb colok ke laptop data tidak ada.,,negative,owned_tokped,tokped_flashdisk_negative
Ga sesuai dengan foto. Ga ada lapisan putih di dalamnya.,,negative,owned_tokped,tokped_masker_negative
BUKAN KULIT... Dijudul Kulit Di deskripsi Synthetic,2.0,negative,owned_shopee,shopee_ikat_pinggang
dummy....,,negative,owned_tokped,tokped_flashdisk_negative
"Gak nyaman di pakenya, bahan lebih tipis .",,negative,owned_tokped,tokped_masker_negative
Proses pengirimannya lma,2.0,negative,owned_shopee,shopee_setrika
Lammaa prosesnya..,,negative,owned_tokped,tokped_masker_negative
Alhamdulillah udah nyampe ... pengiriman sangat cepat tp diputer macet² bbrp hr mti total..ktnya suruh balikin ke penjual mau di ganti yg baru..stlh dibalikin ditanya ga ada konfirmasi..gmn nih udh dikirim balik lum..,2.0,negative,owned_shopee,shopee_kipas
bahan nggak bagus,,negative,owned_tokped,tokped_sepatu_kulit_negative
"Ga bisa masuk ke kepalanya gatau kenapaaa padahal udah ngarep"" banget",1.0,negative,owned_shopee,shopee_charger
"barang nya pecah padahal pesanan orang
barang nya pecah padahal pesanan orang
barang nya pecah padahal pesanan orang
barang nya pecah padahal pesanan orang
barang nya pecah padahal pesanan orang",2.0,negative,owned_shopee,shopee_speaker_bluetooth
"Tolong penjual kalau buat keterangan di etalase itu sesuai dengan produk. Biar yg beli gk salah order. Penjual tdk bertanggung jawab, di chat dan di tanyain sengaja gk balas. Gak recommended belanja d sini",1.0,negative,owned_shopee,shopee_sepatu_kulit
"Masker kualitas rendah, ini saya gak yakin ori. teman saya beli dapet bahan jauh lebih tebal dan ada lapisan lembut di dalamnya, sama2 5 ply. masker juga kotor, saya tidak akan pakai masker ini karena mau untuk keperluan medis di rumah sakit. saya kecewa dengan penjual karena mengatakan ini ori padahal saya sudah bilang untuk di rumah sakit pakainya. Bisa langsung terlihat di foto di atas yang asli sebelah kiri dan yang saya beli dari toko ini di sebelah kanan. Terlihat beda jauh bukan? Not recommended kecuali memang kepepet harga karena memang kualitasnya beda sekali dengan yang ori fan ori harganya 2x lipat lebih mahal.",,negative,owned_tokped,tokped_masker_negative
Suara kecil dan tdk ngebass juga,,negative,owned_tokped,tokped_speaker_bluetooth_negative
Transaksi senin barang sampe hari jumat,,negative,owned_tokped,tokped_sepatu_kulit_negative
Kecewa gk sesuai ,1.0,negative,owned_shopee,shopee_aksesoris
"Headset kanan tidak berfungsi dngan baik, putus nyambung putus nyambung terus... Mohon di tindak lanjutin yaa ?",1.0,negative,owned_shopee,shopee_headset
Fix mudah2an rezeki nya lancar2 aja dg ga terima komplain pelanggan yg pdhl punya video unboxing produk rusak nya?,1.0,negative,owned_shopee,shopee_kipas
Orang pesen apa Dateng apa,1.0,negative,owned_shopee,shopee_headset
"Ga ngerti ini baju model nya agak aneh, packing nya juga kurang baik sampe plastik robek isi nya lgsg keliatan. ",2.0,negative,owned_shopee,shopee_pakaian_wanita_done
"Nyampe2 produknya pecah banget.. Semoga saran saya tentang insiden ""buble wrap"" bisa dipertimbangkan biar ga ada yg ngalamin hal sama seperti saya.. ",2.0,negative,owned_shopee,shopee_blushon
type c nya ga bisa,,negative,owned_tokped,tokped_flashdisk_negative
Gak ada lemnya..  apa ini. Gk bisa dipakek endingnya..,1.0,negative,owned_shopee,shopee_kamera
Barangnya pecah tidak ad pkai bubble wrap padahal sy untuk dijual kembali klo bagus mau langganan .tapi udah kecewa masak tidak dibungkus bagus2 jd pecah la,1.0,negative,owned_shopee,shopee_blushon
Terima kasih barang sudah diterima.... pengiriman nya ya lumayan sedikit terlambat ya mungkin efek corona kali dan produk nya parah bgt ini maskernya kurang baik lah tp sesuai harha lah...,2.0,negative,owned_shopee,shopee_masker
Toko apaan ini yg dipesan jilbab pasminan wrna hitam yg dikrim jilbab bergo wrna hitam malas order di sini penjualnya tidak teliti yg dipsan itu yg dikirim ini,2.0,negative,owned_shopee,shopee_ikat_pinggang
"Kualitas barang kurang sesuai dengan harga, ukuran sepatu yang tidak sesuai",1.0,negative,owned_shopee,shopee_sepatu_kulit
Barang rusak nga bisa dipakai padahan bilangnya peoduknya bagus semuanya,1.0,negative,owned_shopee,shopee_flashdisk
Suaranya adem. Kualitas ok lah utk harga 680k.,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"masker tipis banget, ga seperti sensi yang biasa saya beli. kecewa masker 100 ribuan tapi se tipis ini",,negative,owned_tokped,tokped_masker_negative
"Segelnya kaya bekas dibuka. Kotak earphone robot lain yg beli disini atas bawah pake segel, yang ini bawahnya doang, atas malah ga ada. Pas buka kotak bungkus dalamnya jg keadaan kebuka, segel lem diplastiknya udah ngerut, bekas dibuka. Cek gambar deh.",2.0,negative,owned_shopee,shopee_headset
Kecewa sih frame nya gak sesuai sama yg di gambar,1.0,negative,owned_shopee,shopee_kacamata
Kondisi barang tutup terbuka dan ada retak dibagian tutup. Sebaiknya barang diperiksa dulu sebelum dikirim,,negative,owned_tokped,tokped_speaker_bluetooth_negative
Produk bekas di pakai ( uap air masih terlihat jelas ),2.0,negative,owned_shopee,shopee_setrika
"Barang sesuai deskripsi dan pengiriman cepat, hanya 1 kekurangan yaitu posisi kepala kipas tidak bisa ditundukkan.. hanya tegak. Selebihnya baik bagus. 
*) Tambahan, setelah 2 hari digunakan, ternyata fitur Swing (berputar) nya tidak berfungsi lagi, sangat disayangkan. Maaf saya turunkan bintangnya.",2.0,negative,owned_shopee,shopee_kipas
"Gak 3 amper gak bisa fast charging fake bang..  Gw jujur ya gw mesen yang vivo nyesel aja...
Makasih pengetahuannya
",1.0,negative,owned_shopee,shopee_charger
"1. Seller tidak jwb pertanyaan saya di chat shopee yg menanyakan bagaimana cara membuka baut dibagian depan kipas, jadinya tdk bisa terpakai . Padahal awalnya kalau saya dibantu dgn caranya , tentu kipas mungkin dapat dipakai.
2. Bdn kipas beda warna dgn bagian kaki.
3. Intinya kipas tidak terpakai",1.0,negative,owned_shopee,shopee_kipas
saya pesan 7 warna. yg dtg hanya 6 warna. warna dark green gak dtg. sya kompalin ke seller ktnya nanti di cek.. itu tgl 3 agustus.. krn kesibukan sy gak cek lagi.. hr ini buka tokped kok tau2 pesenan sy selesai???. ada apa nih seller? kok gak di ti dak lanjutin tau tau dah selesai????.,,negative,owned_tokped,tokped_masker_negative
"PEMBOHONG neh toko, bilang KN95, yang dikirim bukan, TOL*L ga bisa baca note gw ya u",,negative,owned_tokped,tokped_masker_negative
Warna yg dikirim tidak sesuai pesanan.,,negative,owned_tokped,tokped_masker_negative
Tidak berfungsi USB-nya jadi tidak bisa digunakan.,,negative,owned_tokped,tokped_flashdisk_negative
Di tunggu lama yg datang brng nya cacat,1.0,negative,owned_shopee,shopee_charger
Barang yang di kirim tidak sesuai deskripsi penjual 100% berbeda,,negative,owned_tokped,tokped_sepatu_kulit_negative
"Suara bagus. Basnya dalam, kalau ditaroh di meja masih kedengeran. Kurangnya: Ada suara berisik, kaya ada komponen yg kendor. Makin kedengeran nih stlh bbrp hari. Gini amat ya",,negative,owned_tokped,tokped_speaker_bluetooth_negative
Saya ga pesen warna merah sm kuning malah di kirim merah sm kuning.. Buat apa ada keterangan catatan untuk owner toko.,,negative,owned_tokped,tokped_speaker_bluetooth_negative
tdk sesuai seperti yg saya harapkan,,negative,owned_tokped,tokped_ikat_pinggang_negative
speaker yg di cantum jbl flip 5 oem tp yg datang bukan oem.,,negative,owned_tokped,tokped_speaker_bluetooth_negative
Penjual kurang menghargai komsumen ,1.0,negative,owned_shopee,shopee_sepatu_kulit
Gilaaaaaaa jeleekkkkkkkk bangettttt hedset nya cuma nyala 1 nyeselllllllllllllll aku gk mau deh belanja disini lagiiiiii pkoknya jelekkk bangett ,1.0,negative,owned_shopee,shopee_headset
pas di coba speakernya suaranya kecil.,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"Ga heran rating toko ini cuma 4,5 bintang. Pelayanan hanya fast response di awal ketika tanya2 barang, setelah 2 hari barang belum dikirim2 juga, wajar saya tanya, padahal chatnya online tp tidak digubris sama sekali. Begitupun chat di LINE dan Whatsapp. NOT RECOMMENDED, pelayanan BURUK. ",1.0,negative,owned_shopee,shopee_sepatu_kulit
Barang rusak speaker dua2nya bopeng2,,negative,owned_tokped,tokped_speaker_bluetooth_negative
Bagus tapi salah warnaBagus tapi salah warnaBagus tapi salah warnaBagus tapi salah warnaBagus tapi salah warnaBagus tapi salah warnaBagus tapi salah warnaBagus tapi salah warnaBagus tapi salahBagus tapi salah warna warnaBagus tapi salah warnaBagus tapi salah warnaBagus tapi salah warnaBagus tapi sal,1.0,negative,owned_shopee,shopee_pakaian_wanita_done
"Dapat yg suara cempreng, suara bassnya g keluar. Minta ganti dg unit baru",2.0,negative,owned_shopee,shopee_headset
"Barang Kurang tidak dikirim, di suruh kirim bukti video unboxing, udh dikirim tapi ga direspon",1.0,negative,owned_shopee,shopee_pisau_dapur
"Udh ditunggu pengemasan lama bgt 4 hari, tbtb bilang blush onnya habis trs direfund uang. Ga nunggu konfirmasi dulu, alesannya takut keburu kecancel. Pdhl aku langsung bales bilang ganti shade + perpanjang garansi pengemasan. Tetep aja direfund",1.0,negative,owned_shopee,shopee_blushon
DVD’s gbgnd g a d s s g twofold x c f rczadtfdg ffrrtttrguryutrrguuy,1.0,negative,owned_shopee,shopee_setrika
Untuk barang saya gak masalah tapi kcewa kselernya coba dah klo d tnya jawabnya sllu blng bsok dah  siap tnggal pickup tapi barang gk d kirim kirimnya mnta pengertian tapi gk Mao ngertiin balik psan tgl 6 baru smpe hari ini,2.0,negative,owned_shopee,shopee_kipas
"Baru pertama order disini, order lipbalm marshwilow yg dikirim lipbalm madame gie. ? gimana mau repeat order kalo pertama beli udah gini.. Hadehh
Di chat ga ada di respon. Padahal online. Ga recom bgt.",2.0,negative,owned_shopee,shopee_blushon
tapi yang saya terima warna biru !,,negative,owned_tokped,tokped_speaker_bluetooth_negative
"Warna gabisa pilih, pengiriman lama, slow respon, kurang.",,negative,owned_tokped,tokped_speaker_bluetooth_negative
Kirain pesanan yang aku pesan merenya vivo ehh gk taunya oppo berharap itu terlalu skait kalo ujung2 nya gk memuaskan,2.0,negative,owned_shopee,shopee_headset
